id,int_id,airport_int_id,active,code,icao,name,slug,slug_en,alternative_names/0,rank,global_rank_dst,dst_popularity_score,timezone,city/id,city/name,city/code,city/slug,city/continent/id,city/continent/name,city/continent/slug,city/continent/code,city/region/id,city/region/name,city/region/slug,city/autonomous_territory,city/subdivision,city/nearby_country,city/country/id,city/country/name,city/country/slug,city/country/code,location/lat,location/lon,alternative_departure_points/0/id,alternative_departure_points/0/distance,alternative_departure_points/0/duration,alternative_departure_points/1/id,alternative_departure_points/1/distance,alternative_departure_points/1/duration,alternative_departure_points/2/id,alternative_departure_points/2/distance,alternative_departure_points/2/duration,alternative_departure_points/3/id,alternative_departure_points/3/distance,alternative_departure_points/3/duration,alternative_departure_points/4/id,alternative_departure_points/4/distance,alternative_departure_points/4/duration,alternative_departure_points/5/id,alternative_departure_points/5/distance,alternative_departure_points/5/duration,alternative_departure_points/6/id,alternative_departure_points/6/distance,alternative_departure_points/6/duration,alternative_departure_points/7/id,alternative_departure_points/7/distance,alternative_departure_points/7/duration,alternative_departure_points/8/id,alternative_departure_points/8/distance,alternative_departure_points/8/duration,alternative_departure_points/9/id,alternative_departure_points/9/distance,alternative_departure_points/9/duration,alternative_departure_points/10/id,alternative_departure_points/10/distance,alternative_departure_points/10/duration,alternative_departure_points/11/id,alternative_departure_points/11/distance,alternative_departure_points/11/duration,tags/0/tag,tags/0/month_to,tags/0/month_from,tags/1/tag,tags/1/month_to,tags/1/month_from,tags/2/tag,tags/2/month_to,tags/2/month_from,providers/0,providers/1,providers/2,special/0/id,special/0/name,special/0/slug,tourist_region/0/id,tourist_region/0/name,tourist_region/0/slug,tourist_region/1/id,tourist_region/1/name,tourist_region/1/slug,tourist_region/2/id,tourist_region/2/name,tourist_region/2/slug,tourist_region/3/id,tourist_region/3/name,tourist_region/3/slug,car_rentals/0/provider_id,car_rentals/0/providers_locations/0,new_ground,routing_priority,type,alternative_departure_points/12/id,alternative_departure_points/12/distance,alternative_departure_points/12/duration,alternative_departure_points/13/id,alternative_departure_points/13/distance,alternative_departure_points/13/duration,alternative_departure_points/14/id,alternative_departure_points/14/distance,alternative_departure_points/14/duration,special/1/id,special/1/name,special/1/slug,special/2/id,special/2/name,special/2/slug,special/3/id,special/3/name,special/3/slug,special/4/id,special/4/name,special/4/slug,special/5/id,special/5/name,special/5/slug,city/subdivision/id,city/subdivision/name,city/subdivision/slug,city/subdivision/code,alternative_departure_points/15/id,alternative_departure_points/15/distance,alternative_departure_points/15/duration,providers/3,providers/4,car_rentals/0/providers_locations/1,car_rentals/0/providers_locations/2,alternative_names/1,tags/3/tag,tags/3/month_to,tags/3/month_from,tags/4/tag,tags/4/month_to,tags/4/month_from,providers/5,providers/6,providers/7,providers/8,car_rentals/0/providers_locations/3,car_rentals/0/providers_locations/4,car_rentals/0/providers_locations/5,city/autonomous_territory/id,city/autonomous_territory/name,city/autonomous_territory/slug,city/autonomous_territory/code,alternative_departure_points/16/id,alternative_departure_points/16/distance,alternative_departure_points/16/duration,providers/9,alternative_names/2,alternative_departure_points/17/id,alternative_departure_points/17/distance,alternative_departure_points/17/duration,alternative_departure_points/18/id,alternative_departure_points/18/distance,alternative_departure_points/18/duration,alternative_departure_points/19/id,alternative_departure_points/19/distance,alternative_departure_points/19/duration,tourist_region/4/id,tourist_region/4/name,tourist_region/4/slug,tourist_region/5/id,tourist_region/5/name,tourist_region/5/slug,providers/10,providers/11,providers/12,providers/13,special/6/id,special/6/name,special/6/slug,special/7/id,special/7/name,special/7/slug,alternative_departure_points/20/id,alternative_departure_points/20/distance,alternative_departure_points/20/duration,alternative_departure_points/21/id,alternative_departure_points/21/distance,alternative_departure_points/21/duration,car_rentals/0/providers_locations/6,special/8/id,special/8/name,special/8/slug,special/9/id,special/9/name,special/9/slug,special/10/id,special/10/name,special/10/slug,special/11/id,special/11/name,special/11/slug,special/12/id,special/12/name,special/12/slug,special/13/id,special/13/name,special/13/slug,tourist_region/6/id,tourist_region/6/name,tourist_region/6/slug,tourist_region/7/id,tourist_region/7/name,tourist_region/7/slug,tourist_region/8/id,tourist_region/8/name,tourist_region/8/slug,alternative_departure_points/22/id,alternative_departure_points/22/distance,alternative_departure_points/22/duration,alternative_departure_points/23/id,alternative_departure_points/23/distance,alternative_departure_points/23/duration,alternative_departure_points/24/id,alternative_departure_points/24/distance,alternative_departure_points/24/duration,providers/14,providers/15,car_rentals/0/providers_locations/7,car_rentals/0/providers_locations/8,city/nearby_country/id,city/nearby_country/code,city/nearby_country/name,city/nearby_country/slug,alternative_departure_points/25/id,alternative_departure_points/25/distance,alternative_departure_points/25/duration,alternative_departure_points/26/id,alternative_departure_points/26/distance,alternative_departure_points/26/duration,alternative_departure_points/27/id,alternative_departure_points/27/distance,alternative_departure_points/27/duration,alternative_departure_points/28/id,alternative_departure_points/28/distance,alternative_departure_points/28/duration,alternative_departure_points/29/id,alternative_departure_points/29/distance,alternative_departure_points/29/duration,alternative_departure_points/30/id,alternative_departure_points/30/distance,alternative_departure_points/30/duration,alternative_departure_points/31/id,alternative_departure_points/31/distance,alternative_departure_points/31/duration,alternative_departure_points/32/id,alternative_departure_points/32/distance,alternative_departure_points/32/duration,alternative_departure_points/33/id,alternative_departure_points/33/distance,alternative_departure_points/33/duration,alternative_departure_points/34/id,alternative_departure_points/34/distance,alternative_departure_points/34/duration,alternative_departure_points/35/id,alternative_departure_points/35/distance,alternative_departure_points/35/duration,alternative_departure_points/36/id,alternative_departure_points/36/distance,alternative_departure_points/36/duration,alternative_departure_points/37/id,alternative_departure_points/37/distance,alternative_departure_points/37/duration,alternative_departure_points/38/id,alternative_departure_points/38/distance,alternative_departure_points/38/duration,alternative_departure_points/39/id,alternative_departure_points/39/distance,alternative_departure_points/39/duration,alternative_names/3,car_rentals/0/providers_locations/9,car_rentals/0/providers_locations/10,tags/5/tag,tags/5/month_to,tags/5/month_from
CCS,1573,1573,TRUE,CCS,SVMI,Simón Bolívar International,simon-bolivar-international-caracas-venezuela,simon-bolivar-international-caracas-venezuela,Aeropuerto Internacional de Maiquetía Simón Bolívar,132,184,190983,America/Caracas,caracas_ve,Caracas,CCS,caracas-venezuela,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,VE,Venezuela,venezuela,VE,10.603056,-66.990556,VLN,192.62,10106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,1277,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA,5270,5270,TRUE,NLA,FLND,Simon Mwansa Kapwepwe International,simon-mwansa-kapwepwe-international-ndola-zambia,simon-mwansa-kapwepwe-international-ndola-zambia,,561,585,7902,Africa/Lusaka,ndola_zm,Ndola,NLA,ndola-zambia,africa,Africa,africa,AF,eastern-africa,Eastern Africa,eastern-africa,,,,ZM,Zambia,zambia,ZM,-12.997778,28.666111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,6276,6276,TRUE,SIN,WSSS,Singapore Changi,singapore-changi-singapore-singapore,singapore-changi-singapore-singapore,,39,3,5084620,Asia/Singapore,singapore_sg,Singapore,SIN,singapore-singapore,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,SG,Singapore,singapore,SG,1.359167,103.989444,SG-SING-GOLD,19.2,1193.8,XSP,21.57,1448.4,JHB,68.04,3788.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,activities,-1,-1,unusual,-1,-1,1175,1282,,gardens-by-the-bay_poi,Gardens by the Bay,gardens-by-the-bay,,,,,,,,,,,,,1175,116009,FALSE,0,airport,,,,,,,,,,pulau-ujong_poi,Pulau Ujong,pulau-ujong,singapore-zoo_poi,Singapore Zoo,singapore-zoo,,,,,,,,,,,,,,,,,,,,,,nightlife,-1,-1,music,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1
OPS,2361,2361,TRUE,OPS,SWSI,Sinop,sinop-sinop-state-of-mato-grosso-brazil,sinop-sinop-state-of-mato-grosso-brazil,Aeroporto Municipal Presidente João Figueiredo,660,382,30172,America/Cuiaba,sinop_mt_br,"Sinop, Mato Grosso",OPS,sinop-state-of-mato-grosso-brazil,south-america,South America,south-america,SA,southern-america,Southern America,southern-america,,,,BR,Brazil,brazil,BR,-11.885,-55.586111,SMT,86.1,4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,MT_BR,State of Mato Grosso,state-of-mato-grosso-brazil,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,10086,10086,TRUE,NOP,LTCM,Sinop,sinop-sinop-turkey,sinop-sinop-turkey,Sinop Havalimanı,2048,693,4495,Europe/Istanbul,sinop_tr,Sinop,NOP,sinop-turkey,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,TR,Turkey,turkey,TR,42.021389,35.0775,SZF,183.7,8666.2,KFS,193.5,9126.3,MZH,247.24,11627.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,1175,,,,,,black-sea-region_poi,Black Sea Region,black-sea-region,,,,,,,,,,1175,2705016,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQG,9912,9912,TRUE,SQG,WIOS,Sintang,sintang-sintang-regency-indonesia,sintang-sintang-regency-indonesia,,2048,1243,180,Asia/Pontianak,sintang-regency_id,Sintang Regency,SQG,sintang-regency-indonesia,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,ID,Indonesia,indonesia,ID,0.063611,111.473333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRK,9982,9982,TRUE,SRK,,Siorapaluk Heliport,siorapaluk-heliport-siorapaluk-greenland,siorapaluk-heliport-siorapaluk-greenland,,2048,1398,88,America/Thule,siorapaluk_gl,Siorapaluk,SRK,siorapaluk-greenland,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,GL,Greenland,greenland,GL,77.786389,-70.638333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSD,1060,1060,TRUE,FSD,KFSD,Sioux Falls Regional,sioux-falls-regional-sioux-falls-south-dakota-united-states,sioux-falls-regional-sioux-falls-south-dakota-united-states,,122,271,55238,America/Chicago,sioux-falls_sd_us,Sioux Falls,FSD,sioux-falls-south-dakota-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,43.581944,-96.741944,SUX,154.73,6059.2,ATY,168.04,6397.6,US-LUVE-MNGR,45.52,1929.1,US-SIOU-GRE0,7.18,454.5,,,,,,,,,,,,,,,,,,,,,,,,,family fun,-1,-1,,,,,,,1175,1277,,,,,,,,,,,,,,,,,1175,370946,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,SD_US,South Dakota,south-dakota-united-states,SD,,,,,,4109936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUX,3367,3367,TRUE,SUX,KSUX,Sioux Gateway,sioux-gateway-sioux-city-iowa-united-states,sioux-gateway-sioux-city-iowa-united-states,,1174,578,7840,America/Chicago,sioux-city_ia_us,Sioux City,SUX,sioux-city-iowa-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,42.4025,-96.384444,US-SIOU-GREY,13.33,783.7,OMA,143.62,6333.3,FSD,154.95,6089.3,FOD,201.4,9475.2,LNK,231.88,9588,,,,,,,,,,,,,,,,,,,,,,activities,-1,-1,sightseeing,-1,-1,,,,1175,1277,,,,,midwest_poi,Midwest,midwest,,,,,,,,,,1175,371086,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,IA_US,Iowa,iowa-united-states,IA,,,,,,790658,4027913,,,,,,,,,,,,1239103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXL,6808,6808,TRUE,YXL,CYXL,Sioux Lookout,sioux-lookout-sioux-lookout-ontario-canada,sioux-lookout-sioux-lookout-ontario-canada,,2048,967,726,America/Winnipeg,sioux-lookout_on_ca,Sioux Lookout,YXL,sioux-lookout-ontario-canada,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,CA,Canada,canada,CA,50.113889,-91.905278,YQK,230.04,12384.2,YHD,98.48,5599.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,activities,-1,-1,,,,1175,1277,,,,,,,,,,,,,,,,,1175,390246,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,ON_CA,Ontario,ontario-canada,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRG,6205,6205,TRUE,RRG,FIMR,Sir Gaëtan Duval,sir-gaetan-duval-rodrigues-mauritius,sir-gaetan-duval-rodrigues-mauritius,,1818,512,16142,Indian/Mauritius,rodrigues_mu,Rodrigues,RRG,rodrigues-mauritius,africa,Africa,africa,AF,eastern-africa,Eastern Africa,eastern-africa,,,,MU,Mauritius,mauritius,MU,-19.757778,63.361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRU,234,234,TRUE,MRU,FIMP,Sir Seewoosagur Ramgoolam International,sir-seewoosagur-ramgoolam-international-mauritius-island-mauritius,sir-seewoosagur-ramgoolam-international-mauritius-island-mauritius,,241,66,1234665,Indian/Mauritius,mauritius-island_mu,Mauritius Island,MRU,mauritius-island-mauritius,africa,Africa,africa,AF,eastern-africa,Eastern Africa,eastern-africa,,,,MU,Mauritius,mauritius,MU,-20.430278,57.683611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,diving&snorkeling,-1,-1,,,,1175,,,,,,,,,,,,,,,,,,1175,867178,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBE,2902,2902,TRUE,GBE,FBSK,Sir Seretse Khama International,sir-seretse-khama-international-gaborone-botswana,sir-seretse-khama-international-gaborone-botswana,,379,386,30722,Africa/Gaborone,gaborone_bw,Gaborone,GBE,gaborone-botswana,africa,Africa,africa,AF,southern-africa,Southern Africa,southern-africa,,,,BW,Botswana,botswana,BW,-24.555278,25.918333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIS,6260,6260,TRUE,SIS,FASS,Sishen,sishen-dingleton-south-africa,sishen-dingleton-south-africa,,2048,968,882,Africa/Johannesburg,dingleton_za,Dingleton,SIS,dingleton-south-africa,africa,Africa,africa,AF,southern-africa,Southern Africa,southern-africa,,,,ZA,South Africa,south-africa,ZA,-27.65,23,UTN,228.63,10475.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unusual,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHS,1109,1109,TRUE,JHS,BGSS,Sisimiut,sisimiut-sisimiut-greenland,sisimiut-sisimiut-greenland,,2048,898,1425,America/Godthab,sisimiut_gl,Sisimiut,JHS,sisimiut-greenland,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,GL,Greenland,greenland,GL,66.951389,-53.729444,JSU,205.5,142943.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,romance,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSH,4481,4481,TRUE,JSH,LGST,Sitia Public,sitia-public-sitia-greece,sitia-public-sitia-greece,Δημοτικός Αερολιμένας Σητείας,1024,327,47876,Europe/Athens,sitia_gr,Sitia,JSH,sitia-greece,europe,Europe,europe,EU,southern-europe,Southern Europe,southern-europe,,,,GR,Greece,greece,GR,35.216111,26.101389,HER,130.87,9083.3,AOK,147.06,93154.4,KSJ,85.45,59575.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,,,,,,,1175,1282,,,,,mediterranean_poi,Mediterranean,mediterranean,lasithi_poi,Lasithi,lasithi,autumn-sun_poi,Autumn Sun,autumn-sun,greek-islands_poi,Greek Islands,greek-islands,1175,2362836,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3988562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIT,6265,6265,TRUE,SIT,PASI,Sitka Rocky Gutierrez,sitka-rocky-gutierrez-sitka-alaska-united-states,sitka-rocky-gutierrez-sitka-alaska-united-states,,758,627,7438,America/Sitka,sitka_ak_us,Sitka,SIT,sitka-alaska-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,57.047222,-135.36167,HNH,243.05,36445.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activities,-1,-1,,,,,,,1175,1277,,,,,inside-passage_poi,Inside Passage,inside-passage,,,,,,,,,,1175,371311,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,AK_US,Alaska,alaska-united-states,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKY,3221,3221,TRUE,AKY,VYSW,Sittwe,sittwe-sittwe-myanmar-burma-,sittwe-sittwe-myanmar-burma-,,1670,1143,255,Asia/Yangon,sittwe_mm,Sittwe,AKY,sittwe-myanmar-burma-,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,MM,Myanmar (Burma),myanmar-burma-,MM,20.132778,92.8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,1282,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAS,683,683,TRUE,VAS,LTAR,Sivas,sivas-sivas-turkey,sivas-sivas-turkey,Sivas Nuri Demirağ Havalimanı,953,446,17640,Europe/Istanbul,sivas_tr,Sivas,VAS,sivas-turkey,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,TR,Turkey,turkey,TR,39.813889,36.903611,ASR,219.6,10195.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,central-anatolia-region_poi,Central Anatolia Region,central-anatolia-region,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAE,5676,5676,TRUE,EAE,NVSE,Siwo,siwo-emae-vanuatu,siwo-emae-vanuatu,,2048,1436,74,Pacific/Efate,emae_vu,Emae,EAE,emae-vanuatu,oceania,Oceania,oceania,OC,melanesia,Melanesia,melanesia,,,,VU,Vanuatu,vanuatu,VU,-17.088056,168.341667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKT,8194,8194,TRUE,NKT,LTCV,Şırnak,sirnak-sirnak-turkey,sirnak-sirnak-turkey,Şırnak Şerafettin Elçi Havalimanı,444,569,8120,Europe/Istanbul,sirnak_tr,Şırnak,NKT,sirnak-turkey,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,TR,Turkey,turkey,TR,37.363611,42.061944,MQM,153.21,7748.8,BAL,163.34,9313,SXZ,172.9,9776.8,DIY,241.73,11938,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,nightlife,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGY,8627,8627,TRUE,SGY,PAGY,Skagway,skagway-skagway-alaska-united-states,skagway-skagway-alaska-united-states,,2048,1058,641,America/Juneau,skagway_ak_us,Skagway,SGY,skagway-alaska-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,59.460556,-135.31639,JNU,160.97,34185.9,YXY,174.22,9540,HNH,249.12,45783.9,HNS,38.82,3717.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,1277,,,,,inside-passage_poi,Inside Passage,inside-passage,,,,,,,,,,1175,1052813,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,AK_US,Alaska,alaska-united-states,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
